task_id,axis,condition,law,variant,panel,role,solver,mode,status,full_time_truth,uncertainty
v3__S1__linearized_gaussian__11__model__whole_EEG__O2_pointwise,,,linearized_gaussian,model,,,O2_pointwise,whole_EEG,completed,"{""r"": {""nrmse"": 0.6120996373254105, ""correlation"": 0.8096646615329144, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_EEG"": {""nrmse"": 0.6120996373254105, ""correlation"": 0.8096646615329144, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbO"": {""nrmse"": 0.11302046476972352, ""correlation"": 0.9937299119179991, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbR"": {""nrmse"": 0.12800222499322608, ""correlation"": 0.994546331875745, ""uncertainty"": ""NOT_ESTIMATED""}}",NOT_ESTIMATED
v3__S1__linearized_gaussian__11__model__whole_EEG__O2_mean_only,,,linearized_gaussian,model,,,O2_mean_only,whole_EEG,completed,"{""r"": {""nrmse"": 0.6120996373254105, ""correlation"": 0.8096646615329144, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_EEG"": {""nrmse"": 0.6120996373254105, ""correlation"": 0.8096646615329144, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbO"": {""nrmse"": 0.11302046476972352, ""correlation"": 0.9937299119179991, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbR"": {""nrmse"": 0.12800222499322608, ""correlation"": 0.994546331875745, ""uncertainty"": ""NOT_ESTIMATED""}}",NOT_ESTIMATED
v3__S1__linearized_gaussian__11__model__whole_fNIRS__O0,,,linearized_gaussian,model,,,O0,whole_fNIRS,completed,"{""r"": {""nrmse"": 0.47262756702219394, ""correlation"": 0.8852329794996204, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.9833333333333333, ""mean_interval_width"": 0.17451225473553175}, ""clean_EEG"": {""nrmse"": 0.47262756702219394, ""correlation"": 0.8852329794996204, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.9833333333333333, ""mean_interval_width"": 0.17451225473553175}, ""clean_HbO"": {""nrmse"": 0.3682266825658589, ""correlation"": 0.9817362949842778, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.8916666666666667, ""mean_interval_width"": 0.1004107619633478}, ""clean_HbR"": {""nrmse"": 0.4167073978152512, ""correlation"": 0.9723613080416734, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.7833333333333333, ""mean_interval_width"": 0.030129904263203677}}",conditional_approximation
v3__S1__linearized_gaussian__11__model__whole_fNIRS__O1,,,linearized_gaussian,model,,,O1,whole_fNIRS,completed,"{""r"": {""nrmse"": 0.45276507005812944, ""correlation"": 0.9043320236460665, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.9833333333333333, ""mean_interval_width"": 0.17875568188467592}, ""clean_EEG"": {""nrmse"": 0.45276507005812944, ""correlation"": 0.9043320236460665, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.9833333333333333, ""mean_interval_width"": 0.17875568188467592}, ""clean_HbO"": {""nrmse"": 0.2716954525687967, ""correlation"": 0.990899845412369, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 1.0, ""mean_interval_width"": 0.11477332941384041}, ""clean_HbR"": {""nrmse"": 0.2723346607722548, ""correlation"": 0.9883334843583047, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 1.0, ""mean_interval_width"": 0.036441180597100956}}",conditional_approximation
v3__S1__linearized_gaussian__11__model__whole_fNIRS__O2,,,linearized_gaussian,model,,,O2,whole_fNIRS,completed,"{""r"": {""nrmse"": 0.45276506996751803, ""correlation"": 0.904332023669728, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_EEG"": {""nrmse"": 0.45276506996751803, ""correlation"": 0.904332023669728, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbO"": {""nrmse"": 0.3884793676128872, ""correlation"": 0.9858688786105309, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbR"": {""nrmse"": 0.43791453344335873, ""correlation"": 0.9743050002122571, ""uncertainty"": ""NOT_ESTIMATED""}}",NOT_ESTIMATED
v3__S1__linearized_gaussian__11__model__whole_fNIRS__O2_pointwise,,,linearized_gaussian,model,,,O2_pointwise,whole_fNIRS,completed,"{""r"": {""nrmse"": 0.45276506996751803, ""correlation"": 0.904332023669728, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_EEG"": {""nrmse"": 0.45276506996751803, ""correlation"": 0.904332023669728, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbO"": {""nrmse"": 0.3884793676128872, ""correlation"": 0.9858688786105309, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbR"": {""nrmse"": 0.43791453344335873, ""correlation"": 0.9743050002122571, ""uncertainty"": ""NOT_ESTIMATED""}}",NOT_ESTIMATED
v3__S1__linearized_gaussian__11__model__whole_fNIRS__O2_mean_only,,,linearized_gaussian,model,,,O2_mean_only,whole_fNIRS,completed,"{""r"": {""nrmse"": 0.45276506996751803, ""correlation"": 0.904332023669728, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_EEG"": {""nrmse"": 0.45276506996751803, ""correlation"": 0.904332023669728, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbO"": {""nrmse"": 0.3884793676128872, ""correlation"": 0.9858688786105309, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbR"": {""nrmse"": 0.43791453344335873, ""correlation"": 0.9743050002122571, ""uncertainty"": ""NOT_ESTIMATED""}}",NOT_ESTIMATED
v3__S1__linearized_gaussian__11__combined__full__O0,,,linearized_gaussian,combined,,,O0,full,completed,"{""r"": {""nrmse"": 0.7687674648580802, ""correlation"": 0.8359065267669985, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.7416666666666667, ""mean_interval_width"": 0.14093245060370727}, ""clean_EEG"": {""nrmse"": 0.7687674648580802, ""correlation"": 0.8359065267669985, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.7416666666666667, ""mean_interval_width"": 0.14093245060370727}, ""clean_HbO"": {""nrmse"": 0.7809742542367579, ""correlation"": 0.9037068774466195, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.14166666666666666, ""mean_interval_width"": 0.016675704770033294}, ""clean_HbR"": {""nrmse"": 1.050746407452508, ""correlation"": 0.8906061220347791, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.16666666666666666, ""mean_interval_width"": 0.008043869896884246}}",conditional_approximation
v3__S1__linearized_gaussian__11__combined__full__O1,,,linearized_gaussian,combined,,,O1,full,completed,"{""r"": {""nrmse"": 0.384848802333958, ""correlation"": 0.93271468302132, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.9916666666666667, ""mean_interval_width"": 0.15526385306581794}, ""clean_EEG"": {""nrmse"": 0.384848802333958, ""correlation"": 0.93271468302132, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.9916666666666667, ""mean_interval_width"": 0.15526385306581794}, ""clean_HbO"": {""nrmse"": 0.2085208588750557, ""correlation"": 0.9954413537258998, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.9833333333333333, ""mean_interval_width"": 0.05805514173410646}, ""clean_HbR"": {""nrmse"": 0.20051458764978422, ""correlation"": 0.9952982532095483, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.9583333333333334, ""mean_interval_width"": 0.019463906260152975}}",conditional_approximation
v3__S1__linearized_gaussian__11__combined__full__O2,,,linearized_gaussian,combined,,,O2,full,completed,"{""r"": {""nrmse"": 0.3878421710806705, ""correlation"": 0.9262569195077176, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_EEG"": {""nrmse"": 0.3878421710806705, ""correlation"": 0.9262569195077176, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbO"": {""nrmse"": 0.30091364805946275, ""correlation"": 0.9951848339688375, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbR"": {""nrmse"": 0.3298712100408078, ""correlation"": 0.9933319137389028, ""uncertainty"": ""NOT_ESTIMATED""}}",NOT_ESTIMATED
v3__S1__linearized_gaussian__11__combined__full__O2_pointwise,,,linearized_gaussian,combined,,,O2_pointwise,full,completed,"{""r"": {""nrmse"": 0.7558405192218506, ""correlation"": 0.8702261885073665, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_EEG"": {""nrmse"": 0.7558405192218506, ""correlation"": 0.8702261885073665, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbO"": {""nrmse"": 0.7854607915822058, ""correlation"": 0.9483583030442702, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbR"": {""nrmse"": 1.0095717790613774, ""correlation"": 0.922790162010693, ""uncertainty"": ""NOT_ESTIMATED""}}",NOT_ESTIMATED
v3__S1__linearized_gaussian__11__combined__full__O2_mean_only,,,linearized_gaussian,combined,,,O2_mean_only,full,completed,"{""r"": {""nrmse"": 0.7305560681979132, ""correlation"": 0.892087838272577, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_EEG"": {""nrmse"": 0.7305560681979132, ""correlation"": 0.892087838272577, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbO"": {""nrmse"": 0.8342366399841694, ""correlation"": 0.9788174548613383, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbR"": {""nrmse"": 0.8404185204234625, ""correlation"": 0.9184633758959644, ""uncertainty"": ""NOT_ESTIMATED""}}",NOT_ESTIMATED
v3__S1__linearized_gaussian__11__combined__center_EEG__O0,,,linearized_gaussian,combined,,,O0,center_EEG,completed,"{""r"": {""nrmse"": 0.7729793745287517, ""correlation"": 0.8332789418771427, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.7333333333333333, ""mean_interval_width"": 0.14349481160622848}, ""clean_EEG"": {""nrmse"": 0.7729793745287517, ""correlation"": 0.8332789418771427, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.7333333333333333, ""mean_interval_width"": 0.14349481160622848}, ""clean_HbO"": {""nrmse"": 0.7814628867809784, ""correlation"": 0.9034229363093056, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.14166666666666666, ""mean_interval_width"": 0.01672412894986094}, ""clean_HbR"": {""nrmse"": 1.050275335538891, ""correlation"": 0.8908867741389271, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.16666666666666666, ""mean_interval_width"": 0.008063321024172695}}",conditional_approximation
v3__S1__linearized_gaussian__11__combined__center_EEG__O1,,,linearized_gaussian,combined,,,O1,center_EEG,completed,"{""r"": {""nrmse"": 0.38581345523802596, ""correlation"": 0.9320461481622826, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.9916666666666667, ""mean_interval_width"": 0.15876254567224068}, ""clean_EEG"": {""nrmse"": 0.38581345523802596, ""correlation"": 0.9320461481622826, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.9916666666666667, ""mean_interval_width"": 0.15876254567224068}, ""clean_HbO"": {""nrmse"": 0.20639130686500304, ""correlation"": 0.9954302820762135, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 1.0, ""mean_interval_width"": 0.05826688556661098}, ""clean_HbR"": {""nrmse"": 0.1990819735146216, ""correlation"": 0.9951883837109357, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.9583333333333334, ""mean_interval_width"": 0.01950402240896645}}",conditional_approximation
v3__S1__linearized_gaussian__11__combined__center_EEG__O2,,,linearized_gaussian,combined,,,O2,center_EEG,completed,"{""r"": {""nrmse"": 0.38855594531177784, ""correlation"": 0.9254097534973983, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_EEG"": {""nrmse"": 0.38855594531177784, ""correlation"": 0.9254097534973983, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbO"": {""nrmse"": 0.2979933711803056, ""correlation"": 0.9951585065809696, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbR"": {""nrmse"": 0.3275561470314424, ""correlation"": 0.9931584776977384, ""uncertainty"": ""NOT_ESTIMATED""}}",NOT_ESTIMATED
v3__S1__linearized_gaussian__11__combined__center_EEG__O2_pointwise,,,linearized_gaussian,combined,,,O2_pointwise,center_EEG,completed,"{""r"": {""nrmse"": 0.7626182220042573, ""correlation"": 0.8641919091097994, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_EEG"": {""nrmse"": 0.7626182220042573, ""correlation"": 0.8641919091097994, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbO"": {""nrmse"": 0.7857632142228084, ""correlation"": 0.9482654187247248, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbR"": {""nrmse"": 1.0095735283128875, ""correlation"": 0.923000901425786, ""uncertainty"": ""NOT_ESTIMATED""}}",NOT_ESTIMATED
v3__S1__linearized_gaussian__11__combined__center_EEG__O2_mean_only,,,linearized_gaussian,combined,,,O2_mean_only,center_EEG,completed,"{""r"": {""nrmse"": 0.7584953976715828, ""correlation"": 0.889162666077073, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_EEG"": {""nrmse"": 0.7584953976715828, ""correlation"": 0.889162666077073, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbO"": {""nrmse"": 0.8748006860872006, ""correlation"": 0.9747981988385711, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbR"": {""nrmse"": 0.8797993625817356, ""correlation"": 0.9099133907464549, ""uncertainty"": ""NOT_ESTIMATED""}}",NOT_ESTIMATED
v3__S1__linearized_gaussian__11__combined__center_fNIRS__O0,,,linearized_gaussian,combined,,,O0,center_fNIRS,completed,"{""r"": {""nrmse"": 0.788526760542435, ""correlation"": 0.8093947186142783, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.7, ""mean_interval_width"": 0.14350954389157575}, ""clean_EEG"": {""nrmse"": 0.788526760542435, ""correlation"": 0.8093947186142783, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.7, ""mean_interval_width"": 0.14350954389157575}, ""clean_HbO"": {""nrmse"": 0.8162904156816486, ""correlation"": 0.8760543992309873, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.15, ""mean_interval_width"": 0.02051309161417656}, ""clean_HbR"": {""nrmse"": 1.0403992896104217, ""correlation"": 0.888168269578119, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.16666666666666666, ""mean_interval_width"": 0.009008720325400179}}",conditional_approximation
v3__S1__linearized_gaussian__11__combined__center_fNIRS__O1,,,linearized_gaussian,combined,,,O1,center_fNIRS,completed,"{""r"": {""nrmse"": 0.37660821824313473, ""correlation"": 0.9350065178961697, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.9916666666666667, ""mean_interval_width"": 0.1570655653546585}, ""clean_EEG"": {""nrmse"": 0.37660821824313473, ""correlation"": 0.9350065178961697, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.9916666666666667, ""mean_interval_width"": 0.1570655653546585}, ""clean_HbO"": {""nrmse"": 0.19695693201403733, ""correlation"": 0.9962643911178208, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.975, ""mean_interval_width"": 0.061108227951124125}, ""clean_HbR"": {""nrmse"": 0.18722470075734074, ""correlation"": 0.9960538450113758, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 1.0, ""mean_interval_width"": 0.020335624285999162}}",conditional_approximation
v3__S1__linearized_gaussian__11__combined__center_fNIRS__O2,,,linearized_gaussian,combined,,,O2,center_fNIRS,completed,"{""r"": {""nrmse"": 0.3844021043515051, ""correlation"": 0.9271147916529412, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_EEG"": {""nrmse"": 0.3844021043515051, ""correlation"": 0.9271147916529412, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbO"": {""nrmse"": 0.2923722366158765, ""correlation"": 0.9957023786444433, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbR"": {""nrmse"": 0.32119555392083615, ""correlation"": 0.9932923306967545, ""uncertainty"": ""NOT_ESTIMATED""}}",NOT_ESTIMATED
v3__S1__linearized_gaussian__11__combined__center_fNIRS__O2_pointwise,,,linearized_gaussian,combined,,,O2_pointwise,center_fNIRS,completed,"{""r"": {""nrmse"": 0.7641694125973589, ""correlation"": 0.8543579034544807, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_EEG"": {""nrmse"": 0.7641694125973589, ""correlation"": 0.8543579034544807, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbO"": {""nrmse"": 0.8085110148353064, ""correlation"": 0.9321642167545716, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbR"": {""nrmse"": 0.9933170191995486, ""correlation"": 0.9254025951809258, ""uncertainty"": ""NOT_ESTIMATED""}}",NOT_ESTIMATED
v3__S1__linearized_gaussian__11__combined__center_fNIRS__O2_mean_only,,,linearized_gaussian,combined,,,O2_mean_only,center_fNIRS,completed,"{""r"": {""nrmse"": 0.7334839639885737, ""correlation"": 0.8903954654238261, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_EEG"": {""nrmse"": 0.7334839639885737, ""correlation"": 0.8903954654238261, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbO"": {""nrmse"": 0.8375711187383295, ""correlation"": 0.9781079409947159, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbR"": {""nrmse"": 0.8439887069038436, ""correlation"": 0.9170652443088984, ""uncertainty"": ""NOT_ESTIMATED""}}",NOT_ESTIMATED
v3__S1__linearized_gaussian__11__combined__whole_EEG__O0,,,linearized_gaussian,combined,,,O0,whole_EEG,completed,"{""r"": {""nrmse"": 0.8536094464792086, ""correlation"": 0.7283845113843186, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.7666666666666667, ""mean_interval_width"": 0.16550158276236912}, ""clean_EEG"": {""nrmse"": 0.8536094464792086, ""correlation"": 0.7283845113843186, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.7666666666666667, ""mean_interval_width"": 0.16550158276236912}, ""clean_HbO"": {""nrmse"": 0.7864010639502221, ""correlation"": 0.9014820456360146, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.13333333333333333, ""mean_interval_width"": 0.016832399003574902}, ""clean_HbR"": {""nrmse"": 1.0520807610690595, ""correlation"": 0.8924082324737406, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.16666666666666666, ""mean_interval_width"": 0.008095524702119529}}",conditional_approximation
v3__S1__linearized_gaussian__11__combined__whole_EEG__O1,,,linearized_gaussian,combined,,,O1,whole_EEG,completed,"{""r"": {""nrmse"": 0.5975355250225608, ""correlation"": 0.8235584311967672, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.95, ""mean_interval_width"": 0.18892807499499675}, ""clean_EEG"": {""nrmse"": 0.5975355250225608, ""correlation"": 0.8235584311967672, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.95, ""mean_interval_width"": 0.18892807499499675}, ""clean_HbO"": {""nrmse"": 0.2312483843982745, ""correlation"": 0.9936301527261294, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.9416666666666667, ""mean_interval_width"": 0.06031914578196907}, ""clean_HbR"": {""nrmse"": 0.21832817901633617, ""correlation"": 0.9949703753733405, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.9583333333333334, ""mean_interval_width"": 0.019949857775730447}}",conditional_approximation
v3__S1__linearized_gaussian__11__combined__whole_EEG__O2,,,linearized_gaussian,combined,,,O2,whole_EEG,completed,"{""r"": {""nrmse"": 0.6126110376571304, ""correlation"": 0.8155163400993879, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_EEG"": {""nrmse"": 0.6126110376571304, ""correlation"": 0.8155163400993879, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbO"": {""nrmse"": 0.308476580285222, ""correlation"": 0.9931016616730001, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbR"": {""nrmse"": 0.33025015138224084, ""correlation"": 0.9935981934062458, ""uncertainty"": ""NOT_ESTIMATED""}}",NOT_ESTIMATED
