task_id,family,kind,layer,queue_position,planned_solves,timeout_seconds,payload
v3_S2__subject_01__0__8__O0,S2,v3_fits,4,3654,14,900,"{""id"": ""v3_S2__subject_01__0__8__O0"", ""family"": ""S2"", ""layer"": 4, ""kind"": ""v3_fits"", ""stage"": 2, ""dependencies"": [""v3_projection__subject_01__0__None"", ""v3_S1_gate""], ""prerequisites"": [""v3_S1_gate""], ""planned_solves"": 14, ""subject"": ""subject_01"", ""outer"": 0, ""solver"": ""O0"", ""candidate"": {""id"": ""baseline"", ""eeg"": ""E0"", ""noise"": 1.0, ""gain"": 1.0, ""sigma_h"": 1.0, ""sigma_r"": 1.0, ""w"": 0.0, ""g"": 0.0}, ""role"": ""fixed"", ""trials"": [8], ""modes"": [""full"", ""EEG_only"", ""fNIRS_only"", ""all_missing"", ""center_EEG"", ""center_EEG_own"", ""center_EEG_template"", ""center_EEG_pairing"", ""center_EEG_shift"", ""center_fNIRS"", ""center_fNIRS_own"", ""center_fNIRS_template"", ""center_fNIRS_pairing"", ""center_fNIRS_shift""], ""timeout_seconds"": 900, ""row_ids"": [""8__full"", ""8__EEG_only"", ""8__fNIRS_only"", ""8__all_missing"", ""8__center_EEG"", ""8__center_EEG_own"", ""8__center_EEG_template"", ""8__center_EEG_pairing"", ""8__center_EEG_shift"", ""8__center_fNIRS"", ""8__center_fNIRS_own"", ""8__center_fNIRS_template"", ""8__center_fNIRS_pairing"", ""8__center_fNIRS_shift""], ""queue_position"": 3654}"
v3_S2__subject_01__0__12__O0,S2,v3_fits,4,3655,14,900,"{""id"": ""v3_S2__subject_01__0__12__O0"", ""family"": ""S2"", ""layer"": 4, ""kind"": ""v3_fits"", ""stage"": 2, ""dependencies"": [""v3_projection__subject_01__0__None"", ""v3_S1_gate""], ""prerequisites"": [""v3_S1_gate""], ""planned_solves"": 14, ""subject"": ""subject_01"", ""outer"": 0, ""solver"": ""O0"", ""candidate"": {""id"": ""baseline"", ""eeg"": ""E0"", ""noise"": 1.0, ""gain"": 1.0, ""sigma_h"": 1.0, ""sigma_r"": 1.0, ""w"": 0.0, ""g"": 0.0}, ""role"": ""fixed"", ""trials"": [12], ""modes"": [""full"", ""EEG_only"", ""fNIRS_only"", ""all_missing"", ""center_EEG"", ""center_EEG_own"", ""center_EEG_template"", ""center_EEG_pairing"", ""center_EEG_shift"", ""center_fNIRS"", ""center_fNIRS_own"", ""center_fNIRS_template"", ""center_fNIRS_pairing"", ""center_fNIRS_shift""], ""timeout_seconds"": 900, ""row_ids"": [""12__full"", ""12__EEG_only"", ""12__fNIRS_only"", ""12__all_missing"", ""12__center_EEG"", ""12__center_EEG_own"", ""12__center_EEG_template"", ""12__center_EEG_pairing"", ""12__center_EEG_shift"", ""12__center_fNIRS"", ""12__center_fNIRS_own"", ""12__center_fNIRS_template"", ""12__center_fNIRS_pairing"", ""12__center_fNIRS_shift""], ""queue_position"": 3655}"
v3_S2__subject_01__0__16__O0,S2,v3_fits,4,3656,14,900,"{""id"": ""v3_S2__subject_01__0__16__O0"", ""family"": ""S2"", ""layer"": 4, ""kind"": ""v3_fits"", ""stage"": 2, ""dependencies"": [""v3_projection__subject_01__0__None"", ""v3_S1_gate""], ""prerequisites"": [""v3_S1_gate""], ""planned_solves"": 14, ""subject"": ""subject_01"", ""outer"": 0, ""solver"": ""O0"", ""candidate"": {""id"": ""baseline"", ""eeg"": ""E0"", ""noise"": 1.0, ""gain"": 1.0, ""sigma_h"": 1.0, ""sigma_r"": 1.0, ""w"": 0.0, ""g"": 0.0}, ""role"": ""fixed"", ""trials"": [16], ""modes"": [""full"", ""EEG_only"", ""fNIRS_only"", ""all_missing"", ""center_EEG"", ""center_EEG_own"", ""center_EEG_template"", ""center_EEG_pairing"", ""center_EEG_shift"", ""center_fNIRS"", ""center_fNIRS_own"", ""center_fNIRS_template"", ""center_fNIRS_pairing"", ""center_fNIRS_shift""], ""timeout_seconds"": 900, ""row_ids"": [""16__full"", ""16__EEG_only"", ""16__fNIRS_only"", ""16__all_missing"", ""16__center_EEG"", ""16__center_EEG_own"", ""16__center_EEG_template"", ""16__center_EEG_pairing"", ""16__center_EEG_shift"", ""16__center_fNIRS"", ""16__center_fNIRS_own"", ""16__center_fNIRS_template"", ""16__center_fNIRS_pairing"", ""16__center_fNIRS_shift""], ""queue_position"": 3656}"
v3_S2__subject_01__0__20__O0,S2,v3_fits,4,3657,14,900,"{""id"": ""v3_S2__subject_01__0__20__O0"", ""family"": ""S2"", ""layer"": 4, ""kind"": ""v3_fits"", ""stage"": 2, ""dependencies"": [""v3_projection__subject_01__0__None"", ""v3_S1_gate""], ""prerequisites"": [""v3_S1_gate""], ""planned_solves"": 14, ""subject"": ""subject_01"", ""outer"": 0, ""solver"": ""O0"", ""candidate"": {""id"": ""baseline"", ""eeg"": ""E0"", ""noise"": 1.0, ""gain"": 1.0, ""sigma_h"": 1.0, ""sigma_r"": 1.0, ""w"": 0.0, ""g"": 0.0}, ""role"": ""fixed"", ""trials"": [20], ""modes"": [""full"", ""EEG_only"", ""fNIRS_only"", ""all_missing"", ""center_EEG"", ""center_EEG_own"", ""center_EEG_template"", ""center_EEG_pairing"", ""center_EEG_shift"", ""center_fNIRS"", ""center_fNIRS_own"", ""center_fNIRS_template"", ""center_fNIRS_pairing"", ""center_fNIRS_shift""], ""timeout_seconds"": 900, ""row_ids"": [""20__full"", ""20__EEG_only"", ""20__fNIRS_only"", ""20__all_missing"", ""20__center_EEG"", ""20__center_EEG_own"", ""20__center_EEG_template"", ""20__center_EEG_pairing"", ""20__center_EEG_shift"", ""20__center_fNIRS"", ""20__center_fNIRS_own"", ""20__center_fNIRS_template"", ""20__center_fNIRS_pairing"", ""20__center_fNIRS_shift""], ""queue_position"": 3657}"
v3_S2__subject_01__0__0__O1,S2,v3_fits,4,3658,14,900,"{""id"": ""v3_S2__subject_01__0__0__O1"", ""family"": ""S2"", ""layer"": 4, ""kind"": ""v3_fits"", ""stage"": 2, ""dependencies"": [""v3_projection__subject_01__0__None"", ""v3_S1_gate""], ""prerequisites"": [""v3_S1_gate""], ""planned_solves"": 14, ""subject"": ""subject_01"", ""outer"": 0, ""solver"": ""O1"", ""candidate"": {""id"": ""baseline"", ""eeg"": ""E0"", ""noise"": 1.0, ""gain"": 1.0, ""sigma_h"": 1.0, ""sigma_r"": 1.0, ""w"": 0.0, ""g"": 0.0}, ""role"": ""fixed"", ""trials"": [0], ""modes"": [""full"", ""EEG_only"", ""fNIRS_only"", ""all_missing"", ""center_EEG"", ""center_EEG_own"", ""center_EEG_template"", ""center_EEG_pairing"", ""center_EEG_shift"", ""center_fNIRS"", ""center_fNIRS_own"", ""center_fNIRS_template"", ""center_fNIRS_pairing"", ""center_fNIRS_shift""], ""timeout_seconds"": 900, ""row_ids"": [""0__full"", ""0__EEG_only"", ""0__fNIRS_only"", ""0__all_missing"", ""0__center_EEG"", ""0__center_EEG_own"", ""0__center_EEG_template"", ""0__center_EEG_pairing"", ""0__center_EEG_shift"", ""0__center_fNIRS"", ""0__center_fNIRS_own"", ""0__center_fNIRS_template"", ""0__center_fNIRS_pairing"", ""0__center_fNIRS_shift""], ""queue_position"": 3658}"
v3_S2__subject_01__0__4__O1,S2,v3_fits,4,3659,14,900,"{""id"": ""v3_S2__subject_01__0__4__O1"", ""family"": ""S2"", ""layer"": 4, ""kind"": ""v3_fits"", ""stage"": 2, ""dependencies"": [""v3_projection__subject_01__0__None"", ""v3_S1_gate""], ""prerequisites"": [""v3_S1_gate""], ""planned_solves"": 14, ""subject"": ""subject_01"", ""outer"": 0, ""solver"": ""O1"", ""candidate"": {""id"": ""baseline"", ""eeg"": ""E0"", ""noise"": 1.0, ""gain"": 1.0, ""sigma_h"": 1.0, ""sigma_r"": 1.0, ""w"": 0.0, ""g"": 0.0}, ""role"": ""fixed"", ""trials"": [4], ""modes"": [""full"", ""EEG_only"", ""fNIRS_only"", ""all_missing"", ""center_EEG"", ""center_EEG_own"", ""center_EEG_template"", ""center_EEG_pairing"", ""center_EEG_shift"", ""center_fNIRS"", ""center_fNIRS_own"", ""center_fNIRS_template"", ""center_fNIRS_pairing"", ""center_fNIRS_shift""], ""timeout_seconds"": 900, ""row_ids"": [""4__full"", ""4__EEG_only"", ""4__fNIRS_only"", ""4__all_missing"", ""4__center_EEG"", ""4__center_EEG_own"", ""4__center_EEG_template"", ""4__center_EEG_pairing"", ""4__center_EEG_shift"", ""4__center_fNIRS"", ""4__center_fNIRS_own"", ""4__center_fNIRS_template"", ""4__center_fNIRS_pairing"", ""4__center_fNIRS_shift""], ""queue_position"": 3659}"
v3_S2__subject_01__0__8__O1,S2,v3_fits,4,3660,14,900,"{""id"": ""v3_S2__subject_01__0__8__O1"", ""family"": ""S2"", ""layer"": 4, ""kind"": ""v3_fits"", ""stage"": 2, ""dependencies"": [""v3_projection__subject_01__0__None"", ""v3_S1_gate""], ""prerequisites"": [""v3_S1_gate""], ""planned_solves"": 14, ""subject"": ""subject_01"", ""outer"": 0, ""solver"": ""O1"", ""candidate"": {""id"": ""baseline"", ""eeg"": ""E0"", ""noise"": 1.0, ""gain"": 1.0, ""sigma_h"": 1.0, ""sigma_r"": 1.0, ""w"": 0.0, ""g"": 0.0}, ""role"": ""fixed"", ""trials"": [8], ""modes"": [""full"", ""EEG_only"", ""fNIRS_only"", ""all_missing"", ""center_EEG"", ""center_EEG_own"", ""center_EEG_template"", ""center_EEG_pairing"", ""center_EEG_shift"", ""center_fNIRS"", ""center_fNIRS_own"", ""center_fNIRS_template"", ""center_fNIRS_pairing"", ""center_fNIRS_shift""], ""timeout_seconds"": 900, ""row_ids"": [""8__full"", ""8__EEG_only"", ""8__fNIRS_only"", ""8__all_missing"", ""8__center_EEG"", ""8__center_EEG_own"", ""8__center_EEG_template"", ""8__center_EEG_pairing"", ""8__center_EEG_shift"", ""8__center_fNIRS"", ""8__center_fNIRS_own"", ""8__center_fNIRS_template"", ""8__center_fNIRS_pairing"", ""8__center_fNIRS_shift""], ""queue_position"": 3660}"
v3_S2__subject_01__0__12__O1,S2,v3_fits,4,3661,14,900,"{""id"": ""v3_S2__subject_01__0__12__O1"", ""family"": ""S2"", ""layer"": 4, ""kind"": ""v3_fits"", ""stage"": 2, ""dependencies"": [""v3_projection__subject_01__0__None"", ""v3_S1_gate""], ""prerequisites"": [""v3_S1_gate""], ""planned_solves"": 14, ""subject"": ""subject_01"", ""outer"": 0, ""solver"": ""O1"", ""candidate"": {""id"": ""baseline"", ""eeg"": ""E0"", ""noise"": 1.0, ""gain"": 1.0, ""sigma_h"": 1.0, ""sigma_r"": 1.0, ""w"": 0.0, ""g"": 0.0}, ""role"": ""fixed"", ""trials"": [12], ""modes"": [""full"", ""EEG_only"", ""fNIRS_only"", ""all_missing"", ""center_EEG"", ""center_EEG_own"", ""center_EEG_template"", ""center_EEG_pairing"", ""center_EEG_shift"", ""center_fNIRS"", ""center_fNIRS_own"", ""center_fNIRS_template"", ""center_fNIRS_pairing"", ""center_fNIRS_shift""], ""timeout_seconds"": 900, ""row_ids"": [""12__full"", ""12__EEG_only"", ""12__fNIRS_only"", ""12__all_missing"", ""12__center_EEG"", ""12__center_EEG_own"", ""12__center_EEG_template"", ""12__center_EEG_pairing"", ""12__center_EEG_shift"", ""12__center_fNIRS"", ""12__center_fNIRS_own"", ""12__center_fNIRS_template"", ""12__center_fNIRS_pairing"", ""12__center_fNIRS_shift""], ""queue_position"": 3661}"
v3_S2__subject_01__0__16__O1,S2,v3_fits,4,3662,14,900,"{""id"": ""v3_S2__subject_01__0__16__O1"", ""family"": ""S2"", ""layer"": 4, ""kind"": ""v3_fits"", ""stage"": 2, ""dependencies"": [""v3_projection__subject_01__0__None"", ""v3_S1_gate""], ""prerequisites"": [""v3_S1_gate""], ""planned_solves"": 14, ""subject"": ""subject_01"", ""outer"": 0, ""solver"": ""O1"", ""candidate"": {""id"": ""baseline"", ""eeg"": ""E0"", ""noise"": 1.0, ""gain"": 1.0, ""sigma_h"": 1.0, ""sigma_r"": 1.0, ""w"": 0.0, ""g"": 0.0}, ""role"": ""fixed"", ""trials"": [16], ""modes"": [""full"", ""EEG_only"", ""fNIRS_only"", ""all_missing"", ""center_EEG"", ""center_EEG_own"", ""center_EEG_template"", ""center_EEG_pairing"", ""center_EEG_shift"", ""center_fNIRS"", ""center_fNIRS_own"", ""center_fNIRS_template"", ""center_fNIRS_pairing"", ""center_fNIRS_shift""], ""timeout_seconds"": 900, ""row_ids"": [""16__full"", ""16__EEG_only"", ""16__fNIRS_only"", ""16__all_missing"", ""16__center_EEG"", ""16__center_EEG_own"", ""16__center_EEG_template"", ""16__center_EEG_pairing"", ""16__center_EEG_shift"", ""16__center_fNIRS"", ""16__center_fNIRS_own"", ""16__center_fNIRS_template"", ""16__center_fNIRS_pairing"", ""16__center_fNIRS_shift""], ""queue_position"": 3662}"
v3_S2__subject_01__0__20__O1,S2,v3_fits,4,3663,14,900,"{""id"": ""v3_S2__subject_01__0__20__O1"", ""family"": ""S2"", ""layer"": 4, ""kind"": ""v3_fits"", ""stage"": 2, ""dependencies"": [""v3_projection__subject_01__0__None"", ""v3_S1_gate""], ""prerequisites"": [""v3_S1_gate""], ""planned_solves"": 14, ""subject"": ""subject_01"", ""outer"": 0, ""solver"": ""O1"", ""candidate"": {""id"": ""baseline"", ""eeg"": ""E0"", ""noise"": 1.0, ""gain"": 1.0, ""sigma_h"": 1.0, ""sigma_r"": 1.0, ""w"": 0.0, ""g"": 0.0}, ""role"": ""fixed"", ""trials"": [20], ""modes"": [""full"", ""EEG_only"", ""fNIRS_only"", ""all_missing"", ""center_EEG"", ""center_EEG_own"", ""center_EEG_template"", ""center_EEG_pairing"", ""center_EEG_shift"", ""center_fNIRS"", ""center_fNIRS_own"", ""center_fNIRS_template"", ""center_fNIRS_pairing"", ""center_fNIRS_shift""], ""timeout_seconds"": 900, ""row_ids"": [""20__full"", ""20__EEG_only"", ""20__fNIRS_only"", ""20__all_missing"", ""20__center_EEG"", ""20__center_EEG_own"", ""20__center_EEG_template"", ""20__center_EEG_pairing"", ""20__center_EEG_shift"", ""20__center_fNIRS"", ""20__center_fNIRS_own"", ""20__center_fNIRS_template"", ""20__center_fNIRS_pairing"", ""20__center_fNIRS_shift""], ""queue_position"": 3663}"
v3_S2__subject_01__0__0__O2,S2,v3_fits,4,3664,14,1800,"{""id"": ""v3_S2__subject_01__0__0__O2"", ""family"": ""S2"", ""layer"": 4, ""kind"": ""v3_fits"", ""stage"": 2, ""dependencies"": [""v3_projection__subject_01__0__None"", ""v3_S1_gate""], ""prerequisites"": [""v3_S1_gate""], ""planned_solves"": 14, ""subject"": ""subject_01"", ""outer"": 0, ""solver"": ""O2"", ""candidate"": {""id"": ""baseline"", ""eeg"": ""E0"", ""noise"": 1.0, ""gain"": 1.0, ""sigma_h"": 1.0, ""sigma_r"": 1.0, ""w"": 0.0, ""g"": 0.0}, ""role"": ""fixed"", ""trials"": [0], ""modes"": [""full"", ""EEG_only"", ""fNIRS_only"", ""all_missing"", ""center_EEG"", ""center_EEG_own"", ""center_EEG_template"", ""center_EEG_pairing"", ""center_EEG_shift"", ""center_fNIRS"", ""center_fNIRS_own"", ""center_fNIRS_template"", ""center_fNIRS_pairing"", ""center_fNIRS_shift""], ""timeout_seconds"": 1800, ""row_ids"": [""0__full"", ""0__EEG_only"", ""0__fNIRS_only"", ""0__all_missing"", ""0__center_EEG"", ""0__center_EEG_own"", ""0__center_EEG_template"", ""0__center_EEG_pairing"", ""0__center_EEG_shift"", ""0__center_fNIRS"", ""0__center_fNIRS_own"", ""0__center_fNIRS_template"", ""0__center_fNIRS_pairing"", ""0__center_fNIRS_shift""], ""queue_position"": 3664}"
v3_S2__subject_01__0__4__O2,S2,v3_fits,4,3665,14,1800,"{""id"": ""v3_S2__subject_01__0__4__O2"", ""family"": ""S2"", ""layer"": 4, ""kind"": ""v3_fits"", ""stage"": 2, ""dependencies"": [""v3_projection__subject_01__0__None"", ""v3_S1_gate""], ""prerequisites"": [""v3_S1_gate""], ""planned_solves"": 14, ""subject"": ""subject_01"", ""outer"": 0, ""solver"": ""O2"", ""candidate"": {""id"": ""baseline"", ""eeg"": ""E0"", ""noise"": 1.0, ""gain"": 1.0, ""sigma_h"": 1.0, ""sigma_r"": 1.0, ""w"": 0.0, ""g"": 0.0}, ""role"": ""fixed"", ""trials"": [4], ""modes"": [""full"", ""EEG_only"", ""fNIRS_only"", ""all_missing"", ""center_EEG"", ""center_EEG_own"", ""center_EEG_template"", ""center_EEG_pairing"", ""center_EEG_shift"", ""center_fNIRS"", ""center_fNIRS_own"", ""center_fNIRS_template"", ""center_fNIRS_pairing"", ""center_fNIRS_shift""], ""timeout_seconds"": 1800, ""row_ids"": [""4__full"", ""4__EEG_only"", ""4__fNIRS_only"", ""4__all_missing"", ""4__center_EEG"", ""4__center_EEG_own"", ""4__center_EEG_template"", ""4__center_EEG_pairing"", ""4__center_EEG_shift"", ""4__center_fNIRS"", ""4__center_fNIRS_own"", ""4__center_fNIRS_template"", ""4__center_fNIRS_pairing"", ""4__center_fNIRS_shift""], ""queue_position"": 3665}"
v3_S2__subject_01__0__8__O2,S2,v3_fits,4,3666,14,1800,"{""id"": ""v3_S2__subject_01__0__8__O2"", ""family"": ""S2"", ""layer"": 4, ""kind"": ""v3_fits"", ""stage"": 2, ""dependencies"": [""v3_projection__subject_01__0__None"", ""v3_S1_gate""], ""prerequisites"": [""v3_S1_gate""], ""planned_solves"": 14, ""subject"": ""subject_01"", ""outer"": 0, ""solver"": ""O2"", ""candidate"": {""id"": ""baseline"", ""eeg"": ""E0"", ""noise"": 1.0, ""gain"": 1.0, ""sigma_h"": 1.0, ""sigma_r"": 1.0, ""w"": 0.0, ""g"": 0.0}, ""role"": ""fixed"", ""trials"": [8], ""modes"": [""full"", ""EEG_only"", ""fNIRS_only"", ""all_missing"", ""center_EEG"", ""center_EEG_own"", ""center_EEG_template"", ""center_EEG_pairing"", ""center_EEG_shift"", ""center_fNIRS"", ""center_fNIRS_own"", ""center_fNIRS_template"", ""center_fNIRS_pairing"", ""center_fNIRS_shift""], ""timeout_seconds"": 1800, ""row_ids"": [""8__full"", ""8__EEG_only"", ""8__fNIRS_only"", ""8__all_missing"", ""8__center_EEG"", ""8__center_EEG_own"", ""8__center_EEG_template"", ""8__center_EEG_pairing"", ""8__center_EEG_shift"", ""8__center_fNIRS"", ""8__center_fNIRS_own"", ""8__center_fNIRS_template"", ""8__center_fNIRS_pairing"", ""8__center_fNIRS_shift""], ""queue_position"": 3666}"
v3_S2__subject_01__0__12__O2,S2,v3_fits,4,3667,14,1800,"{""id"": ""v3_S2__subject_01__0__12__O2"", ""family"": ""S2"", ""layer"": 4, ""kind"": ""v3_fits"", ""stage"": 2, ""dependencies"": [""v3_projection__subject_01__0__None"", ""v3_S1_gate""], ""prerequisites"": [""v3_S1_gate""], ""planned_solves"": 14, ""subject"": ""subject_01"", ""outer"": 0, ""solver"": ""O2"", ""candidate"": {""id"": ""baseline"", ""eeg"": ""E0"", ""noise"": 1.0, ""gain"": 1.0, ""sigma_h"": 1.0, ""sigma_r"": 1.0, ""w"": 0.0, ""g"": 0.0}, ""role"": ""fixed"", ""trials"": [12], ""modes"": [""full"", ""EEG_only"", ""fNIRS_only"", ""all_missing"", ""center_EEG"", ""center_EEG_own"", ""center_EEG_template"", ""center_EEG_pairing"", ""center_EEG_shift"", ""center_fNIRS"", ""center_fNIRS_own"", ""center_fNIRS_template"", ""center_fNIRS_pairing"", ""center_fNIRS_shift""], ""timeout_seconds"": 1800, ""row_ids"": [""12__full"", ""12__EEG_only"", ""12__fNIRS_only"", ""12__all_missing"", ""12__center_EEG"", ""12__center_EEG_own"", ""12__center_EEG_template"", ""12__center_EEG_pairing"", ""12__center_EEG_shift"", ""12__center_fNIRS"", ""12__center_fNIRS_own"", ""12__center_fNIRS_template"", ""12__center_fNIRS_pairing"", ""12__center_fNIRS_shift""], ""queue_position"": 3667}"
v3_S2__subject_01__0__16__O2,S2,v3_fits,4,3668,14,1800,"{""id"": ""v3_S2__subject_01__0__16__O2"", ""family"": ""S2"", ""layer"": 4, ""kind"": ""v3_fits"", ""stage"": 2, ""dependencies"": [""v3_projection__subject_01__0__None"", ""v3_S1_gate""], ""prerequisites"": [""v3_S1_gate""], ""planned_solves"": 14, ""subject"": ""subject_01"", ""outer"": 0, ""solver"": ""O2"", ""candidate"": {""id"": ""baseline"", ""eeg"": ""E0"", ""noise"": 1.0, ""gain"": 1.0, ""sigma_h"": 1.0, ""sigma_r"": 1.0, ""w"": 0.0, ""g"": 0.0}, ""role"": ""fixed"", ""trials"": [16], ""modes"": [""full"", ""EEG_only"", ""fNIRS_only"", ""all_missing"", ""center_EEG"", ""center_EEG_own"", ""center_EEG_template"", ""center_EEG_pairing"", ""center_EEG_shift"", ""center_fNIRS"", ""center_fNIRS_own"", ""center_fNIRS_template"", ""center_fNIRS_pairing"", ""center_fNIRS_shift""], ""timeout_seconds"": 1800, ""row_ids"": [""16__full"", ""16__EEG_only"", ""16__fNIRS_only"", ""16__all_missing"", ""16__center_EEG"", ""16__center_EEG_own"", ""16__center_EEG_template"", ""16__center_EEG_pairing"", ""16__center_EEG_shift"", ""16__center_fNIRS"", ""16__center_fNIRS_own"", ""16__center_fNIRS_template"", ""16__center_fNIRS_pairing"", ""16__center_fNIRS_shift""], ""queue_position"": 3668}"
v3_S2__subject_01__0__20__O2,S2,v3_fits,4,3669,14,1800,"{""id"": ""v3_S2__subject_01__0__20__O2"", ""family"": ""S2"", ""layer"": 4, ""kind"": ""v3_fits"", ""stage"": 2, ""dependencies"": [""v3_projection__subject_01__0__None"", ""v3_S1_gate""], ""prerequisites"": [""v3_S1_gate""], ""planned_solves"": 14, ""subject"": ""subject_01"", ""outer"": 0, ""solver"": ""O2"", ""candidate"": {""id"": ""baseline"", ""eeg"": ""E0"", ""noise"": 1.0, ""gain"": 1.0, ""sigma_h"": 1.0, ""sigma_r"": 1.0, ""w"": 0.0, ""g"": 0.0}, ""role"": ""fixed"", ""trials"": [20], ""modes"": [""full"", ""EEG_only"", ""fNIRS_only"", ""all_missing"", ""center_EEG"", ""center_EEG_own"", ""center_EEG_template"", ""center_EEG_pairing"", ""center_EEG_shift"", ""center_fNIRS"", ""center_fNIRS_own"", ""center_fNIRS_template"", ""center_fNIRS_pairing"", ""center_fNIRS_shift""], ""timeout_seconds"": 1800, ""row_ids"": [""20__full"", ""20__EEG_only"", ""20__fNIRS_only"", ""20__all_missing"", ""20__center_EEG"", ""20__center_EEG_own"", ""20__center_EEG_template"", ""20__center_EEG_pairing"", ""20__center_EEG_shift"", ""20__center_fNIRS"", ""20__center_fNIRS_own"", ""20__center_fNIRS_template"", ""20__center_fNIRS_pairing"", ""20__center_fNIRS_shift""], ""queue_position"": 3669}"
v3_linear__subject_01__0__EEG,S2,v3_linear,4,3670,0,900,"{""id"": ""v3_linear__subject_01__0__EEG"", ""family"": ""S2"", ""layer"": 4, ""kind"": ""v3_linear"", ""stage"": 2, ""dependencies"": [""v3_projection__subject_01__0__None"", ""v3_projection__subject_01__0__0"", ""v3_projection__subject_01__0__1"", ""v3_projection__subject_01__0__2"", ""v3_S1_gate""], ""prerequisites"": [""v3_S1_gate""], ""planned_solves"": 0, ""subject"": ""subject_01"", ""outer"": 0, ""modality"": ""EEG"", ""timeout_seconds"": 900, ""row_ids"": [], ""queue_position"": 3670}"
